name,IAUID,ra,dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF19aceshib,SN2019sna,23:18:56.50,-10:10:35.0,792.65,r,18.0943,-18.57,30.208,18.428,11.78,SN II,0.048,-62.39583282,0.081
ZTF19acfduxa,SN2019spu,20:34:40.14,-27:33:58.4,777.62,g,18.5394,-19.69,>20.503,12.443,>8.06,SN Ia,0.093,-33.67561048,0.145
ZTF19acfwynw,SN2019szu,00:10:13.14,-19:41:32.3,803.71,g,18.659,-21.31,>82.677,22.777,>59.9,SLSN-I,0.213,-77.97983949,0.057
ZTF19acgaxej,SN2019suc,02:27:46.72,-03:48:07.3,787.86,g,18.0237,-19.50,26.424,12.175,14.249,SN Ia,0.07,-57.24090579,0.081
ZTF19acgeabh,SN2019swk,08:49:14.77,-10:51:45.1,779.02,g,18.5632,-19.27,>23.362,9.382,>13.98,SN Ia,0.08,20.11032296,0.098
ZTF19acgjnis,SN2019syz,12:26:05.31,+68:01:05.7,777.01,r,17.6815,-18.43,>11.192,>0,>11.192,SN Ia,0.038,48.9322589,0.041
ZTF19acgogcm,SN2019tiz,03:34:51.06,-02:49:48.5,787.86,g,17.1634,-19.08,22.35,7.348,15.002,SN Ia,0.038,-44.01676976,0.135
ZTF19acgonwy,SN2019spg,08:21:48.07,-14:04:11.7,782.01,r,17.9636,-19.70,25.283,7.307,17.976,SN Ia,0.073,12.75466809,0.174
ZTF19acgouje,SN2019szt,03:59:58.62,-27:42:13.9,787.87,g,17.9526,-19.49,28.234,9.908,18.326,SN Ia,0.069,-48.41911534,0.044
ZTF19acgpkye,SN2019tqv,10:20:09.89,-03:06:31.5,793.01,r,17.6394,-19.14,>16.902,>6.99,9.912,SN Ia,0.05,42.63231813,0.117
ZTF19achvpik,SN2019uao,00:08:19.16,-18:17:42.2,792.65,r,18.9467,-18.84,>27.985,13.925,>14.06,SN Ia,0.08,-76.71236621,0.078
ZTF19acihlft,SN2019tkb,21:43:53.44,-10:11:02.2,797.65,g,15.3726,-19.44,22.293,7.279,15.014,SN Ia,0.02,-42.7883834,0.113
ZTF19acjwdnu,SN2019tuq,00:32:45.76,-06:04:07.7,791.77,g,18.1927,-18.74,27.352,7.459,19.893,SN II,0.053,-68.47713417,0.099
ZTF19ackbclh,SN2019tpl,01:00:00.68,-03:06:30.2,791.84,r,17.8117,-19.89,15.691,7.304,8.387,SN IIn,0.076,-65.89275031,0.11
ZTF19ackjsys,SN2019tyr,11:22:51.50,-07:35:24.9,801.03,r,16.8085,-18.18,>3.99,>0,>3.99,SN Ia,0.022,49.19016404,0.119
ZTF19ackjszs,SN2019tsf,11:08:32.79,-10:28:54.3,801.03,r,17.697,-18.01,>86.718,>0,>86.718,SN Ib,0.03,44.86665982,0.178
ZTF19acmelor,SN2019uff,00:19:13.27,-14:23:52.1,803.73,r,17.9982,-17.38,32.453,11.083,21.37,SN Ib,0.02661,-75.22036966,0.091
ZTF19acmxidf,SN2019uoo,08:38:45.66,-14:40:48.6,806.99,r,16.5826,-17.49,31.024,10.011,21.013,SN Ia,0.01422,15.8447429,0.167
ZTF19acmyljb,SN2019udb,11:53:01.87,-06:03:50.4,801.04,r,17.0128,-17.92,>3.98,>0,>3.98,SN Ia,0.02183,53.92561781,0.078
ZTF19acpmdzh,SN2019voq,11:35:45.97,-02:45:42.6,801.03,r,18.7443,-19.02,>41.957,>14.01,27.947,SN Ia,0.07945,54.98128556,0.074
ZTF19acrdcwh,SN2019umb,21:57:07.77,-14:58:00.3,812.59,r,18.2848,-18.93,>17.722,17.682,>0.04,SN Ia,0.06,-47.78577084,0.153
ZTF19acrmmpq,SN2019umr,22:16:04.97,-26:40:42.8,812.59,r,16.3077,-18.76,>10.441,10.401,>0.04,SN Ia,0.02345,-55.50265743,0.056
ZTF19acsfpmi,SN2019uvj,22:52:31.54,-19:27:50.4,812.64,g,18.1275,-19.69,>15.402,15.402,>0,SN Ia,0.08,-61.71823791,0.081
ZTF19acsfvog,SN2019uxp,00:35:20.03,-02:51:04.7,814.67,r,17.7646,-19.40,25.939,12.25,13.689,SN Ia,0.06,-65.41911146,0.098
ZTF19acsvqrx,SN2019vca,04:17:41.15,-03:30:44.0,811.77,g,18.7444,-19.24,33.435,8.506,24.929,SN Ia,0.085,-35.46263045,0.112
ZTF19actfpma,SN2019vbk,10:09:56.72,-03:00:08.1,813.05,r,18.2773,-19.22,41.043,8.257,32.786,SN Ia,0.07,40.78449775,0.091
ZTF19actzjrf,SN2019ver,02:38:14.31,-15:16:21.1,833.74,r,18.3698,-19.73,53.286,29.439,23.847,SN Ia,0.092,-62.51360576,0.087
ZTF19acxqaot,SN2019wqc,14:01:51.57,-10:24:39.7,862.08,r,18.0659,-18.52,>63.954,>30.01,33.944,SN IIn,0.04588,48.75840221,0.107
ZTF19acyfoha,SN2019wkl,05:40:25.04,-18:05:51.4,830.81,r,17.4563,-18.96,26.505,5.481,21.024,SN Ia,0.04137,-23.55445495,0.184
ZTF19acyftrs,SN2019vuh,03:26:42.37,-23:29:55.7,830.75,r,18.0868,-17.93,>21.887,14.907,>6.98,SN Ia,0.036,-54.85937592,0.062
ZTF19acygbye,SN2019vut,04:40:51.68,-15:59:24.7,830.77,r,17.754,-19.31,24.792,5.687,19.105,SN Ia,0.055,-35.95246135,0.205
ZTF19acyjzbe,AT2019xaq,13:54:46.87,+84:04:01.4,835.97,r,18.5983,-21.42,>35.943,>4.91,31.033,SLSN-I,0.2,32.82306177,0.319
ZTF19acyldun,SN2019wrt,05:16:47.98,-07:28:43.2,852.68,r,18.9038,-18.49,49.271,29.19,20.081,SN IIn,0.05727,-24.42263986,0.495
ZTF19acyplkt,SN2019wvv,04:04:35.04,-10:12:12.4,837.72,g,17.5427,-18.23,16.606,3.831,12.775,SN IIP,0.031,-41.57598694,0.117
ZTF19aczjkxo,SN2019wyv,08:34:03.16,-15:52:43.2,836.01,g,18.4106,-19.47,38.927,20.823,18.104,SN Ia,0.08,14.23164536,0.136
ZTF19aczjyre,SN2019vnj,11:09:01.22,-14:38:10.2,835.98,r,17.0198,-17.78,>15.022,>0,>15.022,SN Ia,0.02,41.40119796,0.152
ZTF19aczjyuf,SN2019vju,11:04:00.22,-18:46:35.5,835.98,r,16.8063,-17.02,>15.013,>0,>15.013,SN Ia,0.01287,37.22550207,0.129
ZTF19adalouc,SN2019xfx,02:24:13.18,-10:30:15.2,859.67,r,18.3499,-18.51,31.299,15.437,15.862,SN Ia,0.053,-62.55679279,0.063
ZTF19adannbl,SN2019qny,03:32:59.94,-02:46:41.5,859.69,r,17.9603,-18.76,42.11,23.134,18.976,SN IIn,0.048,-44.35983642,0.147
ZTF19adcghbt,SN2019yvv,00:36:42.18,-26:22:49.6,847.58,r,18.3105,-18.87,>19.03,>12,>7.03,SN Ia,0.062,-86.62689891,0.035
ZTF20aabcemq,SN2020iq,02:55:19.71,-11:24:48.6,878.64,r,18.329,-19.87,>54.938,27.958,>26.98,SN IIn,0.096,-56.95376248,0.089
ZTF20aabqbxm,SN2020av,12:41:22.93,-11:09:20.9,874.01,r,17.987,-18.71,>54.686,>37.96,16.726,SN Iax,0.04797,51.63821637,0.122
ZTF20aabrydh,SN2020cp,01:18:33.02,-27:36:12.3,863.58,r,17.7979,-19.25,18.514,8.493,10.021,SN Ia,0.058,-83.96244681,0.045
ZTF20aacbyij,SN2019uus,11:20:14.02,-22:56:17.6,851.98,r,18.6328,-17.14,>43.94,>0,>43.94,SN IIL,0.031,35.29950504,0.161
ZTF20aacbyoh,SN2019thi,11:15:15.32,-27:39:11.9,851.98,r,17.2272,-16.83,>2.98,>0,>2.98,SN II,0.014,30.54965974,0.194
ZTF20aacciep,SN2019zhl,13:47:42.25,-14:51:30.6,852.0,r,18.2851,-19.61,>10.436,>0,>10.436,SN Ia,0.08,45.84886535,0.214
ZTF20aacewxb,SN2020cw,04:52:20.60,-18:49:09.3,861.72,r,18.4275,-17.25,39.272,22.302,16.97,SN II,0.03,-34.43096454,0.142
ZTF20aacexgb,SN2020dv,02:29:39.84,-27:45:04.6,861.6,g,17.8109,-19.78,24.393,7.871,16.522,SN Ia,0.074,-68.23330207,0.04
ZTF20aacgrql,SN2019xua,05:00:58.54,-20:20:57.9,852.68,r,18.5636,-17.20,74.252,21.619,52.633,SN II,0.03151,-33.04932872,0.105
ZTF20aadtarr,SN2020sj,09:26:19.87,-07:28:30.0,888.76,g,17.855,-19.91,99.122,27.238,71.884,SN IIn,0.077,29.51743903,0.109
ZTF20aadzwnu,SN2020mo,22:33:24.02,+11:30:44.1,863.61,g,16.1767,-18.71,>17.016,7.016,>10,SN Ia,0.02,-38.87478627,0.172
ZTF20aaelulu,SN2020oi,12:22:54.92,+15:49:25.0,867.98,r,13.8596,-17.94,13.631,7.978,5.653,SN Ic,0.0052,76.89998217,0.072
ZTF20aaerzvi,SN2020xv,00:25:05.94,-03:32:40.2,872.65,g,18.516,-19.31,22.053,13.081,8.972,SN Ia,0.079,-65.59064781,0.112
ZTF20aafnrtm,SN2019xit,04:37:17.94,-22:12:57.1,872.76,r,18.864,-18.48,>0,>0,>0,SN Ia-91T,0.064,-38.87143143,0.14
ZTF20aafxftu,SN2020zu,05:32:24.83,-27:24:38.1,864.69,g,18.0179,-19.49,>27.961,>0,>27.961,SN Ia,0.07,-28.48791363,0.069
ZTF20aafzcab,SN2020akz,08:15:59.94,-18:16:51.8,864.9,g,18.6813,-19.33,22.738,7.854,14.884,SN Ia,0.08,9.3081038,0.242
ZTF20aagewqr,SN2020abf,09:18:05.95,-15:48:44.8,874.81,r,18.5037,-15.94,>17.965,10.985,>6.98,SN Ic,0.017,22.773129,0.151
ZTF20aahirfz,SN2020aqb,00:41:37.62,-03:15:12.4,885.63,r,17.6922,-16.85,>16.151,16.151,>0,SN IIP,0.01794,-66.01017352,0.117
ZTF20aahirkk,SN2020arm,00:06:33.12,+03:16:07.3,885.6,g,17.1164,-19.35,>12.475,12.445,>0.03,SN Ia-91T,0.044,-57.73122507,0.056
ZTF20aahjymt,SN2020bbi,08:32:38.53,-04:17:09.6,884.71,r,18.4309,-19.08,25.089,12.477,12.612,SN Ia,0.07,20.19498516,0.102
ZTF20aahmvfw,SN2020bdq,08:21:53.25,-23:28:57.3,892.75,r,17.957,-18.50,29.773,16.695,13.078,SN Ia,0.04,7.5944509,0.321
ZTF20aahtral,SN2020bbb,03:12:56.76,-11:37:43.5,885.65,r,18.2701,-19.88,>16.271,7.271,>9,SN Ia,0.09,-53.38664982,0.212
ZTF20aaidnyk,SN2020aqd,11:53:13.83,-07:42:32.1,880.94,g,17.7724,-19.79,28.776,10.712,18.064,SN Ia,0.07,52.41840812,0.119
ZTF20aaieyuw,SN2020agu,11:58:31.59,-20:41:53.7,892.81,r,17.2762,-18.00,79.107,24.603,54.504,SN II,0.025,40.48796806,0.129
ZTF20aaifsri,SN2020akj,14:09:20.17,-12:28:06.9,874.05,g,18.152,-19.47,33.587,11.65,21.937,SN Ia,0.07,46.12324709,0.165
ZTF20aaiftgi,SN2020aut,14:10:13.35,-06:49:20.7,886.02,r,18.0983,-17.80,24.822,14.808,10.014,SN Ic,0.03370,51.06110588,0.1
ZTF20aaifybu,SN2020auv,16:34:12.50,+37:05:51.8,891.05,g,18.6677,-21.63,48.751,34.755,13.996,SLSN-I,0.25,42.46511146,0.035
ZTF20aajvcwd,SN2020boo,12:24:41.83,-03:21:13.0,886.96,g,18.203,-19.22,17.304,7.941,9.363,SN Ia,0.0664,58.84244519,0.096
ZTF20aajystl,SN2020bmk,04:21:55.91,-27:01:17.5,885.66,r,18.3779,-19.15,>21.887,6.897,>14.99,SN Ia,0.07,-43.50789465,0.128
ZTF20aakzezp,SN2020dp,12:39:54.19,-23:52:58.0,855.07,r,18.0607,-18.87,>41.215,>0,>41.215,SN Ia,0.052,38.91294574,0.197
ZTF20aalbjpf,SN2020bpy,04:55:20.16,-15:58:43.1,894.67,g,17.5074,-18.91,23.107,10.753,12.354,SN Ia,0.04,-32.72857153,0.189
ZTF20aalbjqh,SN2020bpu,04:47:39.33,-14:38:54.1,894.65,r,17.5478,-18.90,21.594,10.907,10.687,SN Ia,0.04153,-33.92382241,0.209
ZTF20aambtea,SN2020cnu,04:24:08.16,-27:04:47.4,905.67,r,16.7859,-17.90,>11.283,11.283,>0,SN II,0.019,-43.04237238,0.142
ZTF20aamdhut,SN2020bpz,11:40:58.56,-11:26:57.4,895.92,r,17.2279,-19.03,25.136,10.716,14.42,SN Ia,0.04,47.80490733,0.082
ZTF20aamerev,SN2020cjh,07:15:13.42,+58:04:38.9,900.72,r,18.9505,-19.15,28.966,17.004,11.962,SN Ia,0.09,25.83485621,0.147
ZTF20aamizsz,SN2020chc,03:33:49.30,-19:33:44.6,891.65,g,18.6928,-19.05,>11.814,8.814,>3,SN Ia,0.07669,-52.1345052,0.097
ZTF20aamknna,SN2020cqp,14:32:21.07,-03:40:13.1,900.03,g,18.8254,-19.13,>26.42,10.44,>15.98,SN Ia,0.077,50.73767399,0.268
ZTF20aammdfk,SN2020cgo,12:56:02.68,-14:23:17.8,913.92,r,18.2557,-20.00,65.174,24.838,40.336,SN IIn,0.0973,48.46835597,0.13
ZTF20aamntsk,SN2020cpn,07:11:31.29,+58:57:05.7,903.74,g,18.5672,-19.29,30.985,19.027,11.958,SN Ia,0.08015,25.52030242,0.111
ZTF20aamwfea,SN2020ckp,08:36:21.24,-25:31:58.5,892.75,r,17.0059,-18.83,16.678,4.085,12.593,SN Ia,0.03,9.11304847,0.331
ZTF20aaodkvl,SN2020csx,16:41:41.06,+68:30:55.8,906.03,g,16.4166,-18.94,18.408,7.576,10.832,SN Ia,0.026,36.80864302,0.089
ZTF20aapchqy,SN2020cxd,17:26:29.26,+71:05:38.6,999.83,r,17.099,-14.10,123.937,101.073,22.864,SN II,0.00388,32.40124141,0.11
ZTF20aaprrgg,SN2021aayn,04:08:04.69,-06:18:00.7,1509.84,r,18.714,-19.39,28.086,16.592,11.494,SN Ia,0.087,-38.94173516,0.237
ZTF20aaqepvb,SN2020edr,18:00:15.04,-03:59:55.9,913.99,r,17.9381,-19.26,74.968,8.32,66.648,SN II,0.015,9.48853012,3.783
ZTF20aasijew,SN2020dya,14:27:37.29,+69:41:11.0,936.95,r,18.4008,-17.22,39.744,24.049,15.695,SN II,0.03007,45.21708685,0.056
ZTF20aasikkh,SN2020dyc,14:39:54.00,-07:41:17.8,915.92,r,18.9499,-18.62,>16.73,16.67,>0.06,SN Ia,0.07,46.3894101,0.177
ZTF20aasitqe,SN2020dye,15:27:24.69,-13:01:06.1,915.98,g,18.2444,-19.08,31.456,13.39,18.066,SN Ia,0.054,34.83537003,0.396
ZTF20aasmdec,SN2020dvr,09:54:35.13,-19:53:14.2,941.73,g,15.5556,-18.31,38.229,28.198,10.031,SN Ia,0.013,26.40702275,0.108
ZTF20aatqene,SN2020hgr,14:16:26.47,+70:24:48.7,986.73,g,18.712,-20.06,89.644,43.612,46.032,SLSN-II,0.1258,45.04510634,0.041
ZTF20aatqesi,SN2020faa,14:47:09.48,+72:44:11.5,1051.85,r,17.4265,-18.88,>70.854,27.024,>43.83,SN II,0.04106,41.80543338,0.067
ZTF20aaublmd,SN2020erg,09:14:27.25,-10:15:46.5,940.67,g,18.346,-18.66,>35.208,>25.94,9.268,SN Ia,0.051,25.49707428,0.235
ZTF20aaukuaa,SN2020eqv,08:49:13.16,-14:17:37.1,941.69,r,16.9157,-17.61,>27.759,12.779,>14.98,SN Ia,0.01770,18.14293469,0.132
ZTF20aaukudw,SN2020ftg,08:32:56.71,-05:39:59.9,956.67,r,17.4968,-19.28,>25.79,8.79,>17,SN Ia,0.05,19.5441838,0.118
ZTF20aaumlmu,SN2020fsv,13:31:18.78,-27:07:39.2,941.94,g,17.9549,-18.60,48.324,16.727,31.597,SN II,0.04331,34.90436977,0.156
ZTF20aaummmc,SN2020ftd,12:53:04.55,-15:27:05.4,941.86,r,18.2111,-18.24,43.243,15.559,27.684,SN Ia,0.04244,47.41831689,0.15
ZTF20aauqlwv,SN2020fca,15:32:15.90,-20:05:09.1,944.9,r,17.8995,-17.64,48.246,9.402,38.844,SN II,0.026,28.80065914,0.35
ZTF20aaurgib,SN2020gpe,16:39:32.31,+66:02:15.8,954.91,g,16.9141,-18.37,25.197,3.144,22.053,SN II,0.02541,37.83694774,0.066
ZTF20aavhqvo,SN2020hsk,14:19:14.64,-11:27:17.8,963.78,g,18.3126,-19.34,29.553,10.78,18.773,SN Ia,0.07,45.92786388,0.187
ZTF20aavvzlw,SN2020ibv,12:12:22.52,-14:35:20.5,972.75,g,18.3237,-19.29,22.554,9.857,12.697,SN Ia,0.07,47.21909047,0.16
ZTF20aavzffg,SN2020hvp,16:21:45.39,-02:17:21.3,978.79,r,15.1127,-17.01,26.587,11.914,14.673,SN Ib,0.00524,31.47748547,0.433
ZTF20aawfnro,SN2020ery,14:20:58.11,-22:45:26.7,964.9,r,17.7852,-17.82,>12.593,>0.06,>12.533,SN Ia,0.027,35.6254694,0.329
ZTF20aawiicr,SN2020fzj,20:15:42.93,-06:18:59.9,964.96,r,18.5224,-16.19,>26.763,>0,>26.763,SN II,0.01893,-21.60298389,0.19
ZTF20aawijco,SN2020hfn,19:48:47.98,-10:34:22.6,977.99,r,18.3969,-17.30,>75.453,>13.03,62.423,SN IIn,0.02485,-17.47911436,0.653
ZTF20aawrmcm,SN2020afhf,11:47:00.66,-06:07:40.5,2341.9,r,17.5177,-17.86,30.253,15.165,15.088,SN II,0.0267,53.27276135,0.079
ZTF20aaxagnm,SN2020ijw,12:52:21.60,-22:57:46.0,979.79,r,17.4756,-19.04,33.914,8.96,24.954,SN Ia,0.042,39.90837713,0.264
ZTF20aaxbvkt,SN2020iso,15:50:21.76,-16:47:13.4,979.81,r,18.3784,-18.18,24.748,11.47,13.278,SN Ia,0.04,28.26975835,0.44
ZTF20aayeims,SN2020jbq,15:35:15.31,-03:26:40.9,975.75,g,18.6483,-19.18,21.936,4.897,17.039,SN Ia,0.06153,40.05600598,0.571
ZTF20aaymbjk,SN2020jfc,19:10:07.07,+40:00:33.6,985.98,r,18.0684,-17.61,27.158,8.328,18.83,SN Ia,0.02755,13.74850451,0.359
ZTF20aazkjfv,SN2020jqm,13:49:18.57,-03:46:10.3,995.75,r,17.9769,-18.12,27.284,11.745,15.539,SN Ic-BL,0.03696,56.09072265,0.096
ZTF20aaznpor,SN2020jtg,18:01:36.41,+75:17:18.2,995.76,r,17.1942,-19.11,26.88,13.917,12.963,SN Ia,0.03954,29.32695031,0.167
ZTF20aazsyvu,SN2020kfb,14:43:46.71,+71:51:00.9,998.84,g,18.4952,-19.07,21.923,7.666,14.257,SN Ia,0.072,42.6786931,0.065
ZTF20aazxvox,SN2020kee,13:07:41.53,-07:36:12.5,992.73,r,18.3028,-18.97,>33.455,7.475,>25.98,SN Ia,0.06212,55.04580661,0.134
ZTF20abahpah,SN2020jwp,11:06:35.92,-15:51:17.3,993.73,g,18.2002,-19.44,>15.656,9.686,>5.97,SN Ia,0.072,40.05551077,0.13
ZTF20abaknoz,SN2020kkc,14:35:23.06,-13:39:14.7,999.75,g,18.3613,-19.61,21.165,10.394,10.771,SN Ia,0.08,42.04839776,0.212
ZTF20abaslyx,SN2020hox,19:42:26.15,-15:52:44.0,987.99,r,18.2168,-17.73,>61.865,>0,>61.865,SN II,0.03,-18.28075687,0.466
ZTF20abbbumr,SN2020kvl,12:53:26.67,-02:26:45.1,1009.73,g,18.1599,-20.52,29.605,12.628,16.977,SN Ia,0.12,60.42186496,0.056
ZTF20abchbds,SN2020lmd,19:04:54.13,-11:06:15.2,1013.85,r,16.0195,-18.31,24.713,10.68,14.033,SN Ia,0.011,-7.99551543,1.142
ZTF20abfcrzj,SN2020mob,20:26:52.28,-18:37:02.2,1032.84,r,18.0846,-17.06,32.543,22.867,9.676,SN IIb,0.023,-29.12470771,0.19
ZTF20abgbdeh,SN2020kpw,21:57:46.77,-19:58:42.3,1018.96,r,17.8869,-19.14,>7.718,>0.1,7.618,SN Ia,0.05679,-49.76271899,0.072
ZTF20abgbfyk,SN2020mxn,21:54:08.27,-20:42:41.7,1018.96,r,18.3965,-19.28,>22.871,>0.1,22.771,SN Ia,0.076,-49.18321584,0.084
ZTF20abgbiet,SN2020mya,19:29:17.83,-22:43:36.9,1024.86,g,17.8347,-19.49,>23.214,>6,17.214,SN Ia,0.06,-18.12862392,0.198
ZTF20abhjwvh,SN2020nif,13:04:13.74,-10:21:03.5,1037.69,r,14.9447,-18.39,>10.813,10.793,>0.02,SN II,0.01037,52.39251503,0.111
ZTF20abirxmf,SN2020nxi,20:38:36.42,-18:40:18.1,1051.88,r,18.8797,-19.41,>26.183,20.213,>5.97,SN Ia-pec,0.099,-31.73789578,0.121
ZTF20abisvtr,SN2020ntk,18:17:24.76,+73:45:03.4,1038.78,g,18.8166,-19.06,23.225,9.218,14.007,SN Ia,0.078,28.33378781,0.178
ZTF20abjtavx,SN2020lid,00:20:00.78,-06:20:04.1,1036.88,r,18.4589,-20.58,>25.999,>0,>25.999,SN Ib,0.14,-67.90505763,0.098
ZTF20abjyorg,SN2020ofj,01:03:56.71,-02:15:38.2,1046.94,r,18.9013,-17.97,>31.898,>7.96,23.938,SN II,0.0527,-64.95257179,0.092
ZTF20abjyoty,SN2020nja,01:34:34.68,-03:20:37.7,1064.91,r,18.1818,-16.44,>66.216,>25.93,40.286,SN II,0.01886,-64.07611394,0.084
ZTF20abkhibz,SN2020mbl,20:42:10.97,-22:07:06.5,1040.86,r,18.6311,-18.55,>11.01,>0,>11.01,SN Ia,0.06,-33.69488692,0.111
ZTF20abkhtbc,SN2020ibo,21:41:36.97,-26:35:31.8,1040.88,r,18.9182,-16.79,>8.02,>0,>8.02,SN Ia,0.03084,-47.92204936,0.098
ZTF20abliiex,SN2020ovs,19:13:04.51,-18:44:11.9,1049.84,r,17.9336,-18.50,24.377,6.409,17.968,SN II,0.03918,-13.05709551,0.346
ZTF20ablqacl,SN2020izc,00:05:02.50,-07:06:02.9,1044.96,r,18.0653,-15.70,>45.206,>0.1,45.106,SN II,0.01269,-67.14531342,0.095
ZTF20abmapla,SN2020pmi,21:23:30.18,-07:40:44.0,1061.9,r,18.1143,-19.24,24.793,10.708,14.085,SN Ia,0.06,-37.16716387,0.329
ZTF20abmbxrq,SN2020pxy,22:19:30.18,-03:30:47.4,1061.86,r,18.8297,-19.33,23.748,12.028,11.72,SN Ia,0.09,-46.72715937,0.219
ZTF20abmcwll,SN2020nqd,00:05:25.16,-18:04:21.5,1046.94,r,18.4132,-18.74,>14.99,>0,>14.99,SN Ia,0.06,-76.05723353,0.082
ZTF20abmcxct,SN2020pna,23:58:09.53,-19:30:51.5,1056.94,g,16.5028,-19.14,22.246,6.723,15.523,SN Ia,0.03,-75.60785115,0.069
ZTF20abmlxrx,SN2020onv,23:16:46.01,-23:18:37.1,1064.93,r,17.7958,-20.36,>74.093,>12.02,62.073,SN Ia-CSM,0.095,-68.2845138,0.065
ZTF20abmsppe,SN2020npr,01:02:06.48,-19:27:17.6,1048.92,r,18.438,-18.55,>13.02,>0,>13.02,SN Ia,0.05634,-81.94584447,0.045
ZTF20abmsqaa,SN2020pqr,01:16:54.26,-15:31:10.9,1064.96,g,18.8739,-19.55,24.757,16.012,8.745,SN Ia,0.107,-76.97113453,0.048
ZTF20abmsxxr,SN2020qey,01:13:51.59,-06:21:31.4,1063.94,g,18.8232,-19.65,23.676,11.971,11.705,SN Ia,0.1,-68.55743502,0.218
ZTF20abmtaya,SN2020pql,01:58:36.97,-02:46:58.3,1051.92,r,18.4595,-17.18,>50.322,>3,47.322,SN II,0.03017,-60.8281375,0.079
ZTF20abmubmh,SN2020obr,00:54:32.16,-18:20:05.7,1048.96,g,18.4226,-18.93,>15.976,>0.016,>15.96,SN Ia,0.066,-81.17777151,0.047
ZTF20abnlsww,SN2020pyj,21:01:45.42,-17:34:32.8,1069.9,r,18.4302,-19.51,39.058,14.715,24.343,SN Ia,0.082,-36.48087809,0.202
ZTF20abpubll,SN2020rcl,23:41:26.96,-15:36:27.7,1076.88,r,18.956,-19.08,20.95,11.884,9.066,SN Ia,0.09,-70.0840312,0.069
ZTF20abpucsd,SN2020qvv,22:56:00.42,-19:17:38.7,1073.94,r,18.4187,-19.38,33.03,10.67,22.36,SN Ia,0.08,-62.41883355,0.099
ZTF20abpuijn,SN2020qnz,20:44:50.82,-07:04:57.6,1076.8,g,18.2158,-19.28,35.605,12.57,23.035,SN Ia,0.06624,-28.40130653,0.161
ZTF20abpuwxl,SN2020rmv,00:40:00.18,-14:35:25.0,1120.86,g,18.7429,-21.76,89.554,44.768,44.786,SLSN-I,0.27,-77.18220483,0.059
ZTF20abpuxcc,SN2020qvr,23:25:33.38,-26:25:22.6,1064.93,r,18.2041,-17.26,37.183,2.255,34.928,SN Ic,0.028,-70.84195337,0.056
ZTF20abpvhlg,SN2020pje,23:59:30.70,-26:25:55.8,1064.92,r,18.7852,-17.98,>50.666,>2.96,47.706,SN II,0.051,-78.39507322,0.046
ZTF20abpvhqv,SN2020njz,02:01:51.01,-10:28:11.9,1061.95,r,18.7757,-15.43,>36.257,>0,>36.257,SN Ic,0.01572,-66.49873636,0.069
ZTF20abpyplw,SN2020qpy,01:11:14.05,-02:05:29.6,1079.92,r,18.1133,-19.49,25.801,14.327,11.474,SN Ia,0.072,-64.51798231,0.147
ZTF20abqdqyh,SN2020obd,02:28:35.91,-10:32:18.7,1064.94,r,17.4342,-17.24,>18.174,>0,>18.174,SN II,0.0194,-61.75307545,0.069
ZTF20abqkbfx,SN2020qxz,18:04:00.25,+74:00:50.2,1098.82,r,18.2353,-20.00,50.947,29.058,21.889,SN Ia-CSM,0.0964,29.25655055,0.126
ZTF20abqlawg,SN2020qwb,21:49:16.11,+07:10:27.9,1079.86,r,18.3343,-19.30,20.985,11.173,9.812,SN Ia,0.0711,-34.15971379,0.211
ZTF20abqmmhn,SN2020qzl,16:42:06.69,+62:31:24.3,1093.7,r,18.5168,-19.52,>25.98,19.98,>6,SN Ia,0.09,38.62076008,0.065
ZTF20abqqwui,SN2020qys,20:08:24.71,-18:14:53.0,1069.81,g,18.5179,-19.32,27.352,4.955,22.397,SN Ia,0.07,-24.92016603,0.343
ZTF20abrhlfb,SN2020rod,21:47:50.61,-11:52:04.5,1079.86,r,18.9158,-19.18,>24.53,8.51,>16.02,SN Ia,0.09,-44.41938898,0.139
ZTF20abrmmah,SN2020rfr,22:39:49.30,-06:26:16.0,1088.86,r,18.6355,-18.95,23.115,12.623,10.492,SN Ic-BL,0.0725,-52.52615072,0.105
ZTF20abswgbn,SN2020rkc,23:51:07.82,-19:47:30.5,1089.87,g,18.6267,-19.53,25.946,13.377,12.569,SN Ia,0.095,-74.36272253,0.052
ZTF20abszzlp,SN2020rql,15:49:08.64,+68:02:38.2,1095.68,g,16.9038,-18.17,>7.304,7.304,>0,SN Ia,0.023,41.34229764,0.075
ZTF20abvowvw,SN2020rul,00:58:32.29,-02:50:02.0,1094.97,g,17.3679,-19.47,25.267,6.376,18.891,SN Ia,0.05,-65.64626169,0.13
ZTF20abvqilf,SN2020rvl,00:04:50.66,-18:45:25.3,1098.86,r,17.8089,-18.70,28.635,17.236,11.399,SN Ia,0.045,-76.40697742,0.064
ZTF20abvyare,SN2020ryi,01:42:13.44,-20:42:26.8,1096.96,r,17.6012,-19.00,28.696,11.748,16.948,SN Ia,0.04750,-76.74801015,0.035
ZTF20abvyauy,SN2020rmg,01:09:07.22,-15:59:49.6,1092.96,g,16.939,-19.34,29.217,13.044,16.173,SN Ia,0.04,-78.13726007,0.07
